id,device,timestamp,RUNNING_TASKS_baseActivity_mClass,RUNNING_TASKS_baseActivity_mPackage,RUNNING_TASKS_id,RUNNING_TASKS_numActivities,RUNNING_TASKS_numRunning,RUNNING_TASKS_topActivity_mClass,RUNNING_TASKS_topActivity_mPackage
8db61aff-a935-4dc3-a618-e71fcd3bc6d0-52,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365716431,com.android.deskclock.DeskClock,com.google.android.deskclock,253,2,2,com.android.deskclock.AlarmClock,com.google.android.deskclock
8db61aff-a935-4dc3-a618-e71fcd3bc6d0-52,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365716431,edu.dartmouth.cs.myruns1.ProfileActivity,edu.dartmouth.cs.myruns1,252,1,0,edu.dartmouth.cs.myruns1.ProfileActivity,edu.dartmouth.cs.myruns1
8db61aff-a935-4dc3-a618-e71fcd3bc6d0-52,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365716431,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui,230,1,1,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui
8db61aff-a935-4dc3-a618-e71fcd3bc6d0-52,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365716431,com.android.contacts.activities.DialtactsActivity,com.android.contacts,215,1,0,com.android.contacts.activities.DialtactsActivity,com.android.contacts
8db61aff-a935-4dc3-a618-e71fcd3bc6d0-52,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365716431,org.bewellapp.dashBoardActivity,org.bewellapp,46,1,0,org.bewellapp.dashBoardActivity,org.bewellapp
04d5e881-0504-4f8b-b3a9-68b454a8644d-27,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365732031,com.google.android.apps.paco.PAM,com.google.android.apps.paco,268,1,1,com.google.android.apps.paco.PAM,com.google.android.apps.paco
04d5e881-0504-4f8b-b3a9-68b454a8644d-27,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365732031,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
04d5e881-0504-4f8b-b3a9-68b454a8644d-27,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365732031,com.google.android.gm.GmailActivity,com.google.android.gm,260,1,1,com.google.android.gm.GmailActivity,com.google.android.gm
04d5e881-0504-4f8b-b3a9-68b454a8644d-27,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365732031,edu.dartmouth.cs.myruns2.MainActivity,edu.dartmouth.cs.myruns2,256,11,5,edu.dartmouth.cs.myruns2.ProfileActivity,edu.dartmouth.cs.myruns2
04d5e881-0504-4f8b-b3a9-68b454a8644d-27,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365732031,edu.dartmouth.cs.fragmentalertdialog.FragmentDialogAlarmActivity,edu.dartmouth.cs.fragmentalertdialog,270,1,1,edu.dartmouth.cs.fragmentalertdialog.FragmentDialogAlarmActivity,edu.dartmouth.cs.fragmentalertdialog
04d5e881-0504-4f8b-b3a9-68b454a8644d-27,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365732031,edu.dartmouth.cs.fragmentpreference.MainActivity,edu.dartmouth.cs.fragmentpreference,269,1,1,edu.dartmouth.cs.fragmentpreference.MainActivity,edu.dartmouth.cs.fragmentpreference
04d5e881-0504-4f8b-b3a9-68b454a8644d-27,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365732031,com.android.systemui.recent.RecentsActivity,com.android.systemui,249,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
04d5e881-0504-4f8b-b3a9-68b454a8644d-27,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365732031,com.google.android.apps.chrome.Main,com.android.chrome,212,1,0,com.google.android.apps.chrome.Main,com.android.chrome
04d5e881-0504-4f8b-b3a9-68b454a8644d-27,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365732031,com.noodlecake.ssg2.ssg2,com.noodlecake.ssg2,267,1,0,com.noodlecake.ssg2.ssg2,com.noodlecake.ssg2
04d5e881-0504-4f8b-b3a9-68b454a8644d-27,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365732031,edu.dartmouth.cs.FragmentLayout,edu.dartmouth.cs,266,2,0,edu.dartmouth.cs.FragmentLayout$DetailsActivity,edu.dartmouth.cs
04d5e881-0504-4f8b-b3a9-68b454a8644d-27,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365732031,com.android.gallery3d.app.Gallery,com.google.android.gallery3d,263,1,1,com.android.gallery3d.app.Gallery,com.google.android.gallery3d
04d5e881-0504-4f8b-b3a9-68b454a8644d-27,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365732031,com.google.android.ears.popup.EarsHistoryActivity,com.google.android.ears,262,1,0,com.google.android.ears.popup.EarsHistoryActivity,com.google.android.ears
04d5e881-0504-4f8b-b3a9-68b454a8644d-27,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365732031,com.android.camera.CameraActivity,com.google.android.gallery3d,261,1,1,com.android.camera.CameraActivity,com.google.android.gallery3d
04d5e881-0504-4f8b-b3a9-68b454a8644d-27,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365732031,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox,259,1,1,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox
04d5e881-0504-4f8b-b3a9-68b454a8644d-27,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365732031,com.android.deskclock.DeskClock,com.google.android.deskclock,253,2,2,com.android.deskclock.AlarmClock,com.google.android.deskclock
04d5e881-0504-4f8b-b3a9-68b454a8644d-27,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365732031,edu.dartmouth.cs.myruns1.ProfileActivity,edu.dartmouth.cs.myruns1,252,1,0,edu.dartmouth.cs.myruns1.ProfileActivity,edu.dartmouth.cs.myruns1
04d5e881-0504-4f8b-b3a9-68b454a8644d-27,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365732031,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui,230,1,1,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui
04d5e881-0504-4f8b-b3a9-68b454a8644d-27,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365732031,com.android.contacts.activities.DialtactsActivity,com.android.contacts,215,1,0,com.android.contacts.activities.DialtactsActivity,com.android.contacts
04d5e881-0504-4f8b-b3a9-68b454a8644d-27,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365732031,org.bewellapp.dashBoardActivity,org.bewellapp,46,1,0,org.bewellapp.dashBoardActivity,org.bewellapp
04d5e881-0504-4f8b-b3a9-68b454a8644d-124,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365733231,com.google.android.apps.paco.PAM,com.google.android.apps.paco,268,1,1,com.google.android.apps.paco.PAM,com.google.android.apps.paco
04d5e881-0504-4f8b-b3a9-68b454a8644d-124,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365733231,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
04d5e881-0504-4f8b-b3a9-68b454a8644d-124,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365733231,com.google.android.gm.GmailActivity,com.google.android.gm,260,1,1,com.google.android.gm.GmailActivity,com.google.android.gm
04d5e881-0504-4f8b-b3a9-68b454a8644d-124,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365733231,edu.dartmouth.cs.myruns2.MainActivity,edu.dartmouth.cs.myruns2,256,11,5,edu.dartmouth.cs.myruns2.ProfileActivity,edu.dartmouth.cs.myruns2
04d5e881-0504-4f8b-b3a9-68b454a8644d-124,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365733231,edu.dartmouth.cs.fragmentalertdialog.FragmentDialogAlarmActivity,edu.dartmouth.cs.fragmentalertdialog,270,1,1,edu.dartmouth.cs.fragmentalertdialog.FragmentDialogAlarmActivity,edu.dartmouth.cs.fragmentalertdialog
04d5e881-0504-4f8b-b3a9-68b454a8644d-124,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365733231,edu.dartmouth.cs.fragmentpreference.MainActivity,edu.dartmouth.cs.fragmentpreference,269,1,1,edu.dartmouth.cs.fragmentpreference.MainActivity,edu.dartmouth.cs.fragmentpreference
04d5e881-0504-4f8b-b3a9-68b454a8644d-124,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365733231,com.android.systemui.recent.RecentsActivity,com.android.systemui,249,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
04d5e881-0504-4f8b-b3a9-68b454a8644d-124,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365733231,com.google.android.apps.chrome.Main,com.android.chrome,212,1,0,com.google.android.apps.chrome.Main,com.android.chrome
04d5e881-0504-4f8b-b3a9-68b454a8644d-124,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365733231,com.noodlecake.ssg2.ssg2,com.noodlecake.ssg2,267,1,0,com.noodlecake.ssg2.ssg2,com.noodlecake.ssg2
04d5e881-0504-4f8b-b3a9-68b454a8644d-124,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365733231,edu.dartmouth.cs.FragmentLayout,edu.dartmouth.cs,266,2,0,edu.dartmouth.cs.FragmentLayout$DetailsActivity,edu.dartmouth.cs
04d5e881-0504-4f8b-b3a9-68b454a8644d-124,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365733231,com.android.gallery3d.app.Gallery,com.google.android.gallery3d,263,1,1,com.android.gallery3d.app.Gallery,com.google.android.gallery3d
04d5e881-0504-4f8b-b3a9-68b454a8644d-124,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365733231,com.google.android.ears.popup.EarsHistoryActivity,com.google.android.ears,262,1,0,com.google.android.ears.popup.EarsHistoryActivity,com.google.android.ears
04d5e881-0504-4f8b-b3a9-68b454a8644d-124,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365733231,com.android.camera.CameraActivity,com.google.android.gallery3d,261,1,1,com.android.camera.CameraActivity,com.google.android.gallery3d
04d5e881-0504-4f8b-b3a9-68b454a8644d-124,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365733231,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox,259,1,1,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox
04d5e881-0504-4f8b-b3a9-68b454a8644d-124,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365733231,com.android.deskclock.DeskClock,com.google.android.deskclock,253,2,2,com.android.deskclock.AlarmClock,com.google.android.deskclock
04d5e881-0504-4f8b-b3a9-68b454a8644d-124,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365733231,edu.dartmouth.cs.myruns1.ProfileActivity,edu.dartmouth.cs.myruns1,252,1,0,edu.dartmouth.cs.myruns1.ProfileActivity,edu.dartmouth.cs.myruns1
04d5e881-0504-4f8b-b3a9-68b454a8644d-124,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365733231,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui,230,1,1,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui
04d5e881-0504-4f8b-b3a9-68b454a8644d-124,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365733231,com.android.contacts.activities.DialtactsActivity,com.android.contacts,215,1,0,com.android.contacts.activities.DialtactsActivity,com.android.contacts
04d5e881-0504-4f8b-b3a9-68b454a8644d-124,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365733231,org.bewellapp.dashBoardActivity,org.bewellapp,46,1,0,org.bewellapp.dashBoardActivity,org.bewellapp
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-28,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365706831,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-28,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365706831,com.google.android.apps.paco.PAM,com.google.android.apps.paco,268,3,2,com.google.android.apps.paco.FindExperimentsActivity,com.google.android.apps.paco
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-28,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365706831,edu.dartmouth.cs.fragmentalertdialog.FragmentDialogAlarmActivity,edu.dartmouth.cs.fragmentalertdialog,270,1,1,edu.dartmouth.cs.fragmentalertdialog.FragmentDialogAlarmActivity,edu.dartmouth.cs.fragmentalertdialog
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-28,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365706831,edu.dartmouth.cs.myruns2.MainActivity,edu.dartmouth.cs.myruns2,256,9,3,edu.dartmouth.cs.myruns2.MainActivity,edu.dartmouth.cs.myruns2
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-28,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365706831,edu.dartmouth.cs.fragmentpreference.MainActivity,edu.dartmouth.cs.fragmentpreference,269,1,1,edu.dartmouth.cs.fragmentpreference.MainActivity,edu.dartmouth.cs.fragmentpreference
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-28,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365706831,com.android.systemui.recent.RecentsActivity,com.android.systemui,249,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-28,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365706831,com.google.android.apps.chrome.Main,com.android.chrome,212,1,0,com.google.android.apps.chrome.Main,com.android.chrome
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-28,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365706831,com.noodlecake.ssg2.ssg2,com.noodlecake.ssg2,267,1,0,com.noodlecake.ssg2.ssg2,com.noodlecake.ssg2
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-28,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365706831,edu.dartmouth.cs.FragmentLayout,edu.dartmouth.cs,266,2,0,edu.dartmouth.cs.FragmentLayout$DetailsActivity,edu.dartmouth.cs
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-28,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365706831,com.android.gallery3d.app.Gallery,com.google.android.gallery3d,263,1,1,com.android.gallery3d.app.Gallery,com.google.android.gallery3d
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-28,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365706831,com.google.android.ears.popup.EarsHistoryActivity,com.google.android.ears,262,1,0,com.google.android.ears.popup.EarsHistoryActivity,com.google.android.ears
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-28,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365706831,com.android.camera.CameraActivity,com.google.android.gallery3d,261,1,1,com.android.camera.CameraActivity,com.google.android.gallery3d
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-28,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365706831,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox,259,1,1,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-28,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365706831,com.google.android.gm.GmailActivity,com.google.android.gm,260,1,1,com.google.android.gm.GmailActivity,com.google.android.gm
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-28,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365706831,com.android.deskclock.DeskClock,com.google.android.deskclock,253,2,2,com.android.deskclock.AlarmClock,com.google.android.deskclock
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-28,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365706831,edu.dartmouth.cs.myruns1.ProfileActivity,edu.dartmouth.cs.myruns1,252,1,0,edu.dartmouth.cs.myruns1.ProfileActivity,edu.dartmouth.cs.myruns1
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-28,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365706831,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui,230,1,1,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-28,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365706831,com.android.contacts.activities.DialtactsActivity,com.android.contacts,215,1,0,com.android.contacts.activities.DialtactsActivity,com.android.contacts
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-28,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365706831,org.bewellapp.dashBoardActivity,org.bewellapp,46,1,0,org.bewellapp.dashBoardActivity,org.bewellapp
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-107,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365708031,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-107,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365708031,com.google.android.apps.paco.PAM,com.google.android.apps.paco,268,3,2,com.google.android.apps.paco.FindExperimentsActivity,com.google.android.apps.paco
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-107,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365708031,edu.dartmouth.cs.fragmentalertdialog.FragmentDialogAlarmActivity,edu.dartmouth.cs.fragmentalertdialog,270,1,1,edu.dartmouth.cs.fragmentalertdialog.FragmentDialogAlarmActivity,edu.dartmouth.cs.fragmentalertdialog
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-107,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365708031,edu.dartmouth.cs.myruns2.MainActivity,edu.dartmouth.cs.myruns2,256,9,3,edu.dartmouth.cs.myruns2.MainActivity,edu.dartmouth.cs.myruns2
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-107,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365708031,edu.dartmouth.cs.fragmentpreference.MainActivity,edu.dartmouth.cs.fragmentpreference,269,1,1,edu.dartmouth.cs.fragmentpreference.MainActivity,edu.dartmouth.cs.fragmentpreference
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-107,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365708031,com.android.systemui.recent.RecentsActivity,com.android.systemui,249,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-107,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365708031,com.google.android.apps.chrome.Main,com.android.chrome,212,1,0,com.google.android.apps.chrome.Main,com.android.chrome
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-107,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365708031,com.noodlecake.ssg2.ssg2,com.noodlecake.ssg2,267,1,0,com.noodlecake.ssg2.ssg2,com.noodlecake.ssg2
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-107,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365708031,edu.dartmouth.cs.FragmentLayout,edu.dartmouth.cs,266,2,0,edu.dartmouth.cs.FragmentLayout$DetailsActivity,edu.dartmouth.cs
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-107,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365708031,com.android.gallery3d.app.Gallery,com.google.android.gallery3d,263,1,1,com.android.gallery3d.app.Gallery,com.google.android.gallery3d
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-107,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365708031,com.google.android.ears.popup.EarsHistoryActivity,com.google.android.ears,262,1,0,com.google.android.ears.popup.EarsHistoryActivity,com.google.android.ears
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-107,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365708031,com.android.camera.CameraActivity,com.google.android.gallery3d,261,1,1,com.android.camera.CameraActivity,com.google.android.gallery3d
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-107,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365708031,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox,259,1,1,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-107,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365708031,com.google.android.gm.GmailActivity,com.google.android.gm,260,1,1,com.google.android.gm.GmailActivity,com.google.android.gm
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-107,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365708031,com.android.deskclock.DeskClock,com.google.android.deskclock,253,2,2,com.android.deskclock.AlarmClock,com.google.android.deskclock
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-107,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365708031,edu.dartmouth.cs.myruns1.ProfileActivity,edu.dartmouth.cs.myruns1,252,1,0,edu.dartmouth.cs.myruns1.ProfileActivity,edu.dartmouth.cs.myruns1
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-107,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365708031,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui,230,1,1,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-107,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365708031,com.android.contacts.activities.DialtactsActivity,com.android.contacts,215,1,0,com.android.contacts.activities.DialtactsActivity,com.android.contacts
3cf79d13-c392-45b3-b8dd-d8f2222a05d6-107,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365708031,org.bewellapp.dashBoardActivity,org.bewellapp,46,1,0,org.bewellapp.dashBoardActivity,org.bewellapp
15422c6c-04ef-433c-86cb-6ed152788122-57,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365702031,edu.dartmouth.cs.fragmentalertdialog.FragmentDialogAlarmActivity,edu.dartmouth.cs.fragmentalertdialog,270,1,1,edu.dartmouth.cs.fragmentalertdialog.FragmentDialogAlarmActivity,edu.dartmouth.cs.fragmentalertdialog
15422c6c-04ef-433c-86cb-6ed152788122-57,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365702031,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
15422c6c-04ef-433c-86cb-6ed152788122-57,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365702031,edu.dartmouth.cs.myruns2.MainActivity,edu.dartmouth.cs.myruns2,256,9,3,edu.dartmouth.cs.myruns2.MainActivity,edu.dartmouth.cs.myruns2
15422c6c-04ef-433c-86cb-6ed152788122-57,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365702031,edu.dartmouth.cs.fragmentpreference.MainActivity,edu.dartmouth.cs.fragmentpreference,269,1,1,edu.dartmouth.cs.fragmentpreference.MainActivity,edu.dartmouth.cs.fragmentpreference
15422c6c-04ef-433c-86cb-6ed152788122-57,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365702031,com.android.systemui.recent.RecentsActivity,com.android.systemui,249,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
15422c6c-04ef-433c-86cb-6ed152788122-57,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365702031,com.google.android.apps.chrome.Main,com.android.chrome,212,1,0,com.google.android.apps.chrome.Main,com.android.chrome
15422c6c-04ef-433c-86cb-6ed152788122-57,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365702031,com.google.android.apps.paco.PAM,com.google.android.apps.paco,268,2,2,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco
15422c6c-04ef-433c-86cb-6ed152788122-57,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365702031,com.noodlecake.ssg2.ssg2,com.noodlecake.ssg2,267,1,0,com.noodlecake.ssg2.ssg2,com.noodlecake.ssg2
15422c6c-04ef-433c-86cb-6ed152788122-57,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365702031,edu.dartmouth.cs.FragmentLayout,edu.dartmouth.cs,266,2,0,edu.dartmouth.cs.FragmentLayout$DetailsActivity,edu.dartmouth.cs
15422c6c-04ef-433c-86cb-6ed152788122-57,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365702031,com.android.gallery3d.app.Gallery,com.google.android.gallery3d,263,1,1,com.android.gallery3d.app.Gallery,com.google.android.gallery3d
15422c6c-04ef-433c-86cb-6ed152788122-57,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365702031,com.google.android.ears.popup.EarsHistoryActivity,com.google.android.ears,262,1,0,com.google.android.ears.popup.EarsHistoryActivity,com.google.android.ears
15422c6c-04ef-433c-86cb-6ed152788122-57,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365702031,com.android.camera.CameraActivity,com.google.android.gallery3d,261,1,1,com.android.camera.CameraActivity,com.google.android.gallery3d
15422c6c-04ef-433c-86cb-6ed152788122-57,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365702031,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox,259,1,1,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox
15422c6c-04ef-433c-86cb-6ed152788122-57,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365702031,com.google.android.gm.GmailActivity,com.google.android.gm,260,1,1,com.google.android.gm.GmailActivity,com.google.android.gm
15422c6c-04ef-433c-86cb-6ed152788122-57,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365702031,com.android.deskclock.DeskClock,com.google.android.deskclock,253,2,2,com.android.deskclock.AlarmClock,com.google.android.deskclock
15422c6c-04ef-433c-86cb-6ed152788122-57,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365702031,edu.dartmouth.cs.myruns1.ProfileActivity,edu.dartmouth.cs.myruns1,252,1,0,edu.dartmouth.cs.myruns1.ProfileActivity,edu.dartmouth.cs.myruns1
15422c6c-04ef-433c-86cb-6ed152788122-57,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365702031,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui,230,1,1,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui
15422c6c-04ef-433c-86cb-6ed152788122-57,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365702031,com.android.contacts.activities.DialtactsActivity,com.android.contacts,215,1,0,com.android.contacts.activities.DialtactsActivity,com.android.contacts
15422c6c-04ef-433c-86cb-6ed152788122-57,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365702031,org.bewellapp.dashBoardActivity,org.bewellapp,46,1,0,org.bewellapp.dashBoardActivity,org.bewellapp
459dfa60-f17b-4c06-a9b4-a14ac6cb98df-25,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365742831,com.android.settings.Settings,com.android.settings,271,2,2,com.android.settings.SubSettings,com.android.settings
459dfa60-f17b-4c06-a9b4-a14ac6cb98df-25,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365742831,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
459dfa60-f17b-4c06-a9b4-a14ac6cb98df-25,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365742831,com.google.android.apps.paco.PAM,com.google.android.apps.paco,268,3,2,com.google.android.apps.paco.FindExperimentsActivity,com.google.android.apps.paco
459dfa60-f17b-4c06-a9b4-a14ac6cb98df-25,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365742831,com.google.android.gm.GmailActivity,com.google.android.gm,260,1,1,com.google.android.gm.GmailActivity,com.google.android.gm
