id,device,timestamp,RUNNING_TASKS_baseActivity_mClass,RUNNING_TASKS_baseActivity_mPackage,RUNNING_TASKS_id,RUNNING_TASKS_numActivities,RUNNING_TASKS_numRunning,RUNNING_TASKS_topActivity_mClass,RUNNING_TASKS_topActivity_mPackage
f9a8ab06-7378-4718-8348-14106a4f7dc1-1030,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365168031,com.android.systemui.recent.RecentsActivity,com.android.systemui,120,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
f9a8ab06-7378-4718-8348-14106a4f7dc1-1030,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365168031,org.bewellapp.dashBoardActivity,org.bewellapp,46,1,0,org.bewellapp.dashBoardActivity,org.bewellapp
e99f1eb3-8097-4a68-83e1-8a5b9d1444f3-25,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365219631,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,125,2,2,com.google.android.apps.paco.PAM,com.google.android.apps.paco
e99f1eb3-8097-4a68-83e1-8a5b9d1444f3-25,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365219631,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
e99f1eb3-8097-4a68-83e1-8a5b9d1444f3-25,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365219631,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox,127,1,1,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox
e99f1eb3-8097-4a68-83e1-8a5b9d1444f3-25,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365219631,com.android.vending.AssetBrowserActivity,com.android.vending,126,2,0,com.google.android.finsky.activities.PostPurchaseDialog,com.android.vending
e99f1eb3-8097-4a68-83e1-8a5b9d1444f3-25,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365219631,com.google.android.gm.GmailActivity,com.google.android.gm,123,1,1,com.google.android.gm.GmailActivity,com.google.android.gm
e99f1eb3-8097-4a68-83e1-8a5b9d1444f3-25,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365219631,com.android.settings.Settings,com.android.settings,121,2,2,com.android.settings.SubSettings,com.android.settings
e99f1eb3-8097-4a68-83e1-8a5b9d1444f3-25,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365219631,com.android.systemui.recent.RecentsActivity,com.android.systemui,120,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
e99f1eb3-8097-4a68-83e1-8a5b9d1444f3-25,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365219631,org.bewellapp.dashBoardActivity,org.bewellapp,46,1,0,org.bewellapp.dashBoardActivity,org.bewellapp
e99f1eb3-8097-4a68-83e1-8a5b9d1444f3-101,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365220831,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,125,2,2,com.google.android.apps.paco.PAM,com.google.android.apps.paco
e99f1eb3-8097-4a68-83e1-8a5b9d1444f3-101,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365220831,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
e99f1eb3-8097-4a68-83e1-8a5b9d1444f3-101,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365220831,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox,127,1,1,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox
e99f1eb3-8097-4a68-83e1-8a5b9d1444f3-101,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365220831,com.android.vending.AssetBrowserActivity,com.android.vending,126,2,0,com.google.android.finsky.activities.PostPurchaseDialog,com.android.vending
e99f1eb3-8097-4a68-83e1-8a5b9d1444f3-101,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365220831,com.google.android.gm.GmailActivity,com.google.android.gm,123,1,1,com.google.android.gm.GmailActivity,com.google.android.gm
e99f1eb3-8097-4a68-83e1-8a5b9d1444f3-101,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365220831,com.android.settings.Settings,com.android.settings,121,2,2,com.android.settings.SubSettings,com.android.settings
e99f1eb3-8097-4a68-83e1-8a5b9d1444f3-101,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365220831,com.android.systemui.recent.RecentsActivity,com.android.systemui,120,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
e99f1eb3-8097-4a68-83e1-8a5b9d1444f3-101,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365220831,org.bewellapp.dashBoardActivity,org.bewellapp,46,1,0,org.bewellapp.dashBoardActivity,org.bewellapp
a17dee55-782b-4c4d-83d2-ac1bca8844ed-47,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365194431,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,125,2,2,com.google.android.apps.paco.PAM,com.google.android.apps.paco
a17dee55-782b-4c4d-83d2-ac1bca8844ed-47,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365194431,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
a17dee55-782b-4c4d-83d2-ac1bca8844ed-47,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365194431,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox,127,1,1,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox
a17dee55-782b-4c4d-83d2-ac1bca8844ed-47,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365194431,com.android.vending.AssetBrowserActivity,com.android.vending,126,2,0,com.google.android.finsky.activities.PostPurchaseDialog,com.android.vending
a17dee55-782b-4c4d-83d2-ac1bca8844ed-47,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365194431,com.google.android.gm.GmailActivity,com.google.android.gm,123,1,1,com.google.android.gm.GmailActivity,com.google.android.gm
a17dee55-782b-4c4d-83d2-ac1bca8844ed-47,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365194431,com.android.settings.Settings,com.android.settings,121,2,2,com.android.settings.SubSettings,com.android.settings
a17dee55-782b-4c4d-83d2-ac1bca8844ed-47,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365194431,com.android.systemui.recent.RecentsActivity,com.android.systemui,120,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
a17dee55-782b-4c4d-83d2-ac1bca8844ed-47,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365194431,org.bewellapp.dashBoardActivity,org.bewellapp,46,1,0,org.bewellapp.dashBoardActivity,org.bewellapp
e7e9c465-c1d8-46ae-af0d-017483daf803-23,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365192031,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,125,2,2,com.google.android.apps.paco.PAM,com.google.android.apps.paco
e7e9c465-c1d8-46ae-af0d-017483daf803-23,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365192031,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
e7e9c465-c1d8-46ae-af0d-017483daf803-23,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365192031,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox,127,1,1,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox
e7e9c465-c1d8-46ae-af0d-017483daf803-23,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365192031,com.android.vending.AssetBrowserActivity,com.android.vending,126,2,0,com.google.android.finsky.activities.PostPurchaseDialog,com.android.vending
e7e9c465-c1d8-46ae-af0d-017483daf803-23,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365192031,com.google.android.gm.GmailActivity,com.google.android.gm,123,1,1,com.google.android.gm.GmailActivity,com.google.android.gm
e7e9c465-c1d8-46ae-af0d-017483daf803-23,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365192031,com.android.settings.Settings,com.android.settings,121,2,2,com.android.settings.SubSettings,com.android.settings
e7e9c465-c1d8-46ae-af0d-017483daf803-23,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365192031,com.android.systemui.recent.RecentsActivity,com.android.systemui,120,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
e7e9c465-c1d8-46ae-af0d-017483daf803-23,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365192031,org.bewellapp.dashBoardActivity,org.bewellapp,46,1,0,org.bewellapp.dashBoardActivity,org.bewellapp
e7e9c465-c1d8-46ae-af0d-017483daf803-98,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365193231,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,125,2,2,com.google.android.apps.paco.PAM,com.google.android.apps.paco
e7e9c465-c1d8-46ae-af0d-017483daf803-98,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365193231,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
e7e9c465-c1d8-46ae-af0d-017483daf803-98,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365193231,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox,127,1,1,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox
e7e9c465-c1d8-46ae-af0d-017483daf803-98,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365193231,com.android.vending.AssetBrowserActivity,com.android.vending,126,2,0,com.google.android.finsky.activities.PostPurchaseDialog,com.android.vending
e7e9c465-c1d8-46ae-af0d-017483daf803-98,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365193231,com.google.android.gm.GmailActivity,com.google.android.gm,123,1,1,com.google.android.gm.GmailActivity,com.google.android.gm
e7e9c465-c1d8-46ae-af0d-017483daf803-98,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365193231,com.android.settings.Settings,com.android.settings,121,2,2,com.android.settings.SubSettings,com.android.settings
e7e9c465-c1d8-46ae-af0d-017483daf803-98,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365193231,com.android.systemui.recent.RecentsActivity,com.android.systemui,120,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
e7e9c465-c1d8-46ae-af0d-017483daf803-98,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365193231,org.bewellapp.dashBoardActivity,org.bewellapp,46,1,0,org.bewellapp.dashBoardActivity,org.bewellapp
ffebda88-04dd-41ff-b24a-d854fd327e43-18,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365230431,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,125,2,2,com.google.android.apps.paco.PAM,com.google.android.apps.paco
ffebda88-04dd-41ff-b24a-d854fd327e43-18,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365230431,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
ffebda88-04dd-41ff-b24a-d854fd327e43-18,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365230431,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox,127,1,1,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox
ffebda88-04dd-41ff-b24a-d854fd327e43-18,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365230431,com.android.vending.AssetBrowserActivity,com.android.vending,126,2,0,com.google.android.finsky.activities.PostPurchaseDialog,com.android.vending
ffebda88-04dd-41ff-b24a-d854fd327e43-18,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365230431,com.google.android.gm.GmailActivity,com.google.android.gm,123,1,1,com.google.android.gm.GmailActivity,com.google.android.gm
ffebda88-04dd-41ff-b24a-d854fd327e43-18,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365230431,com.android.settings.Settings,com.android.settings,121,2,2,com.android.settings.SubSettings,com.android.settings
ffebda88-04dd-41ff-b24a-d854fd327e43-18,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365230431,com.android.systemui.recent.RecentsActivity,com.android.systemui,120,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
ffebda88-04dd-41ff-b24a-d854fd327e43-18,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365230431,org.bewellapp.dashBoardActivity,org.bewellapp,46,1,0,org.bewellapp.dashBoardActivity,org.bewellapp
ffebda88-04dd-41ff-b24a-d854fd327e43-61,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365231631,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,125,2,2,com.google.android.apps.paco.PAM,com.google.android.apps.paco
ffebda88-04dd-41ff-b24a-d854fd327e43-61,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365231631,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
ffebda88-04dd-41ff-b24a-d854fd327e43-61,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365231631,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox,127,1,1,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox
ffebda88-04dd-41ff-b24a-d854fd327e43-61,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365231631,com.android.vending.AssetBrowserActivity,com.android.vending,126,2,0,com.google.android.finsky.activities.PostPurchaseDialog,com.android.vending
ffebda88-04dd-41ff-b24a-d854fd327e43-61,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365231631,com.google.android.gm.GmailActivity,com.google.android.gm,123,1,1,com.google.android.gm.GmailActivity,com.google.android.gm
ffebda88-04dd-41ff-b24a-d854fd327e43-61,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365231631,com.android.settings.Settings,com.android.settings,121,2,2,com.android.settings.SubSettings,com.android.settings
ffebda88-04dd-41ff-b24a-d854fd327e43-61,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365231631,com.android.systemui.recent.RecentsActivity,com.android.systemui,120,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
ffebda88-04dd-41ff-b24a-d854fd327e43-61,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365231631,org.bewellapp.dashBoardActivity,org.bewellapp,46,1,0,org.bewellapp.dashBoardActivity,org.bewellapp
b321f524-81db-412c-861b-38804063c885-26,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365184831,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,125,2,2,com.google.android.apps.paco.PAM,com.google.android.apps.paco
b321f524-81db-412c-861b-38804063c885-26,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365184831,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
b321f524-81db-412c-861b-38804063c885-26,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365184831,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox,127,1,1,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox
b321f524-81db-412c-861b-38804063c885-26,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365184831,com.android.vending.AssetBrowserActivity,com.android.vending,126,2,0,com.google.android.finsky.activities.PostPurchaseDialog,com.android.vending
b321f524-81db-412c-861b-38804063c885-26,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365184831,com.google.android.gm.GmailActivity,com.google.android.gm,123,1,1,com.google.android.gm.GmailActivity,com.google.android.gm
b321f524-81db-412c-861b-38804063c885-26,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365184831,com.android.settings.Settings,com.android.settings,121,2,2,com.android.settings.SubSettings,com.android.settings
b321f524-81db-412c-861b-38804063c885-26,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365184831,com.android.systemui.recent.RecentsActivity,com.android.systemui,120,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
b321f524-81db-412c-861b-38804063c885-26,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365184831,org.bewellapp.dashBoardActivity,org.bewellapp,46,1,0,org.bewellapp.dashBoardActivity,org.bewellapp
b321f524-81db-412c-861b-38804063c885-93,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365186031,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
b321f524-81db-412c-861b-38804063c885-93,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365186031,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,125,4,3,com.google.android.apps.paco.ExperimentExecutor,com.google.android.apps.paco
b321f524-81db-412c-861b-38804063c885-93,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365186031,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox,127,1,1,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox
b321f524-81db-412c-861b-38804063c885-93,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365186031,com.android.vending.AssetBrowserActivity,com.android.vending,126,2,0,com.google.android.finsky.activities.PostPurchaseDialog,com.android.vending
b321f524-81db-412c-861b-38804063c885-93,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365186031,com.google.android.gm.GmailActivity,com.google.android.gm,123,1,1,com.google.android.gm.GmailActivity,com.google.android.gm
b321f524-81db-412c-861b-38804063c885-93,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365186031,com.android.settings.Settings,com.android.settings,121,2,2,com.android.settings.SubSettings,com.android.settings
b321f524-81db-412c-861b-38804063c885-93,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365186031,com.android.systemui.recent.RecentsActivity,com.android.systemui,120,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
b321f524-81db-412c-861b-38804063c885-93,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365186031,org.bewellapp.dashBoardActivity,org.bewellapp,46,1,0,org.bewellapp.dashBoardActivity,org.bewellapp
614c78a5-854f-4b9e-8a08-7cd1095d79ab-159,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365201631,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,125,2,2,com.google.android.apps.paco.PAM,com.google.android.apps.paco
614c78a5-854f-4b9e-8a08-7cd1095d79ab-159,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365201631,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
614c78a5-854f-4b9e-8a08-7cd1095d79ab-159,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365201631,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox,127,1,1,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox
614c78a5-854f-4b9e-8a08-7cd1095d79ab-159,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365201631,com.android.vending.AssetBrowserActivity,com.android.vending,126,2,0,com.google.android.finsky.activities.PostPurchaseDialog,com.android.vending
614c78a5-854f-4b9e-8a08-7cd1095d79ab-159,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365201631,com.google.android.gm.GmailActivity,com.google.android.gm,123,1,1,com.google.android.gm.GmailActivity,com.google.android.gm
614c78a5-854f-4b9e-8a08-7cd1095d79ab-159,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365201631,com.android.settings.Settings,com.android.settings,121,2,2,com.android.settings.SubSettings,com.android.settings
614c78a5-854f-4b9e-8a08-7cd1095d79ab-159,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365201631,com.android.systemui.recent.RecentsActivity,com.android.systemui,120,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
614c78a5-854f-4b9e-8a08-7cd1095d79ab-159,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365201631,org.bewellapp.dashBoardActivity,org.bewellapp,46,1,0,org.bewellapp.dashBoardActivity,org.bewellapp
66d90dd7-1d7f-4a15-b232-90050bd66b0d-399,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365166831,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,125,2,2,com.google.android.apps.paco.PAM,com.google.android.apps.paco
66d90dd7-1d7f-4a15-b232-90050bd66b0d-399,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365166831,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
66d90dd7-1d7f-4a15-b232-90050bd66b0d-399,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365166831,com.google.android.gm.GmailActivity,com.google.android.gm,123,1,1,com.google.android.gm.GmailActivity,com.google.android.gm
66d90dd7-1d7f-4a15-b232-90050bd66b0d-399,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365166831,com.android.settings.Settings,com.android.settings,121,2,2,com.android.settings.SubSettings,com.android.settings
66d90dd7-1d7f-4a15-b232-90050bd66b0d-399,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365166831,com.android.systemui.recent.RecentsActivity,com.android.systemui,120,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
66d90dd7-1d7f-4a15-b232-90050bd66b0d-399,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365166831,org.bewellapp.dashBoardActivity,org.bewellapp,46,1,0,org.bewellapp.dashBoardActivity,org.bewellapp
62d46357-2d22-4975-bf04-cd48f099a55d-37,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365232831,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,125,2,2,com.google.android.apps.paco.PAM,com.google.android.apps.paco
62d46357-2d22-4975-bf04-cd48f099a55d-37,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365232831,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
62d46357-2d22-4975-bf04-cd48f099a55d-37,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365232831,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox,127,1,1,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox
62d46357-2d22-4975-bf04-cd48f099a55d-37,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365232831,com.android.vending.AssetBrowserActivity,com.android.vending,126,2,0,com.google.android.finsky.activities.PostPurchaseDialog,com.android.vending
62d46357-2d22-4975-bf04-cd48f099a55d-37,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365232831,com.google.android.gm.GmailActivity,com.google.android.gm,123,1,1,com.google.android.gm.GmailActivity,com.google.android.gm
62d46357-2d22-4975-bf04-cd48f099a55d-37,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365232831,com.android.settings.Settings,com.android.settings,121,2,2,com.android.settings.SubSettings,com.android.settings
62d46357-2d22-4975-bf04-cd48f099a55d-37,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365232831,com.android.systemui.recent.RecentsActivity,com.android.systemui,120,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
62d46357-2d22-4975-bf04-cd48f099a55d-37,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365232831,org.bewellapp.dashBoardActivity,org.bewellapp,46,1,0,org.bewellapp.dashBoardActivity,org.bewellapp
a639161a-b092-4451-84da-3e1e5fdea09f-51,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365187231,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
a639161a-b092-4451-84da-3e1e5fdea09f-51,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365187231,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,125,4,3,com.google.android.apps.paco.ExperimentExecutor,com.google.android.apps.paco
a639161a-b092-4451-84da-3e1e5fdea09f-51,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365187231,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox,127,1,1,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox
a639161a-b092-4451-84da-3e1e5fdea09f-51,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365187231,com.android.vending.AssetBrowserActivity,com.android.vending,126,2,0,com.google.android.finsky.activities.PostPurchaseDialog,com.android.vending
a639161a-b092-4451-84da-3e1e5fdea09f-51,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365187231,com.google.android.gm.GmailActivity,com.google.android.gm,123,1,1,com.google.android.gm.GmailActivity,com.google.android.gm
a639161a-b092-4451-84da-3e1e5fdea09f-51,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365187231,com.android.settings.Settings,com.android.settings,121,2,2,com.android.settings.SubSettings,com.android.settings
a639161a-b092-4451-84da-3e1e5fdea09f-51,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365187231,com.android.systemui.recent.RecentsActivity,com.android.systemui,120,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
a639161a-b092-4451-84da-3e1e5fdea09f-51,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365187231,org.bewellapp.dashBoardActivity,org.bewellapp,46,1,0,org.bewellapp.dashBoardActivity,org.bewellapp
879067fe-b5b0-4e4d-a0e2-c949b325c6d6-24,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365177631,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,125,4,4,com.google.android.apps.paco.ExperimentExecutor,com.google.android.apps.paco
879067fe-b5b0-4e4d-a0e2-c949b325c6d6-24,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365177631,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
879067fe-b5b0-4e4d-a0e2-c949b325c6d6-24,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365177631,com.android.vending.AssetBrowserActivity,com.android.vending,126,1,1,com.android.vending.AssetBrowserActivity,com.android.vending
879067fe-b5b0-4e4d-a0e2-c949b325c6d6-24,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365177631,com.google.android.gm.GmailActivity,com.google.android.gm,123,1,1,com.google.android.gm.GmailActivity,com.google.android.gm
879067fe-b5b0-4e4d-a0e2-c949b325c6d6-24,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365177631,com.android.settings.Settings,com.android.settings,121,2,2,com.android.settings.SubSettings,com.android.settings
879067fe-b5b0-4e4d-a0e2-c949b325c6d6-24,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365177631,com.android.systemui.recent.RecentsActivity,com.android.systemui,120,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
879067fe-b5b0-4e4d-a0e2-c949b325c6d6-24,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365177631,org.bewellapp.dashBoardActivity,org.bewellapp,46,1,0,org.bewellapp.dashBoardActivity,org.bewellapp
879067fe-b5b0-4e4d-a0e2-c949b325c6d6-198,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365178831,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,125,4,4,com.google.android.apps.paco.ExperimentExecutor,com.google.android.apps.paco
879067fe-b5b0-4e4d-a0e2-c949b325c6d6-198,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365178831,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
879067fe-b5b0-4e4d-a0e2-c949b325c6d6-198,dabe32a5-8e08-44d2-8617-81b0b46bf92e,1365178831,com.android.vending.AssetBrowserActivity,com.android.vending,126,1,1,com.android.vending.AssetBrowserActivity,com.android.vending
